expr	time	Date
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5296492	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1493535	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	72008315	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3487023	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1455286	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	72222452	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3568341	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1437817	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	69996455	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3646345	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1426072	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	71000879	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3537922	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1444142	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	70211496	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3597253	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1422457	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1348970	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3680077	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1511606	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1299577	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5169395	2018-08-18
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1547144	2018-08-18
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1269760	2018-08-18
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3607195	2018-08-19
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1486910	2018-08-19
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1371258	2018-08-19
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3583101	2018-08-19
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1518534	2018-08-19
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1271568	2018-08-19
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5193486	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1508593	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1314936	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3765308	2018-08-22
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1675143	2018-08-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1395049	2018-08-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5227820	2018-08-22
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1577562	2018-08-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1373666	2018-08-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5114879	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1501365	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1354090	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5350700	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1527868	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1303492	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3642428	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1468837	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1338429	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3755670	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1546542	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1328489	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5201919	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1554372	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1356499	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3638814	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1495040	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1273073	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3609901	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1489619	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1288433	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3643031	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1459802	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1267652	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3664113	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1510400	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1310720	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5143792	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1533590	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1316442	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	6056959	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1506484	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1305901	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5033863	2018-08-24
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1462513	2018-08-24
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1288433	2018-08-24
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3611708	2018-08-27
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1473054	2018-08-27
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1329995	2018-08-27
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5073016	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1496244	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1283012	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3611106	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1461308	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1276988	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	19403894	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	9997853	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	163302677	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	15718699	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	9863829	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	73211170	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3805063	2018-08-29
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1487209	2018-08-29
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1303792	2018-08-29
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3796931	2018-08-29
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1514917	2018-08-29
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1338730	2018-08-29
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5614534	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1465224	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1302890	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3671644	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1481789	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1357704	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3618938	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1438721	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1336020	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3598157	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1388725	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1246269	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3635503	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1442034	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1275182	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3635805	2018-08-31
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1470645	2018-08-31
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1289036	2018-08-31
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3666223	2018-08-31
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1477874	2018-08-31
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1280302	2018-08-31
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3622251	2018-09-01
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1437516	2018-09-01
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1265545	2018-09-01
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3483108	2018-09-01
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1437516	2018-09-01
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1310118	2018-09-01
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3821930	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1482993	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1387520	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	143361	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	68970	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	40960	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	2362429	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	172575	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	94269	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3528283	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1429685	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1263737	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3733087	2018-09-07
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1448360	2018-09-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1280905	2018-09-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3483713	2018-09-07
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1465828	2018-09-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1310421	2018-09-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	4426688	2018-09-13
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1476969	2018-09-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1315538	2018-09-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3660496	2018-09-13
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1486606	2018-09-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1314333	2018-09-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3593334	2018-09-13
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1437816	2018-09-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1345053	2018-09-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	15403395	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	10338201	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	78363838	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5030860	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1490826	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1333612	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3457512	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1436614	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1299278	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	4844732	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1451974	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1321565	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3428599	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1448360	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1276690	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3513530	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1484802	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1335419	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	5126935	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1485103	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1314336	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3532800	2018-10-03
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1502268	2018-10-03
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1276085	2018-10-03
"cpi_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	3598454	2018-10-06
"wage_inflator(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1449863	2018-10-06
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = ""2015-16"")"	1301082	2018-10-06
