expr	time	Date
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34641957	2018-08-19
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63592576	2018-08-19
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	749640696	2018-08-22
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34230258	2018-08-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63135106	2018-08-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	742630202	2018-08-22
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34270315	2018-08-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62472819	2018-08-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	683438800	2018-08-20
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	38949086	2018-08-20
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61381034	2018-08-20
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	748096339	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34405793	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	65559181	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	741519851	2018-08-22
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34900324	2018-08-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64889665	2018-08-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	750994861	2018-08-22
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35130724	2018-08-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63731040	2018-08-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	765989833	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34779251	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64550541	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	756344357	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34557585	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63051586	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	760871340	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34957849	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79020262	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	783404155	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35252399	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	66654258	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	758120696	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34696729	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64461092	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	749817563	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34926226	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	66190748	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	752133609	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34676550	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63276866	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	780786630	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34857858	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	65330287	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	765536261	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34035045	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64671012	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	757186145	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35268361	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64515605	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	953007142	2018-08-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34332306	2018-08-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	65258908	2018-08-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	769252177	2018-08-24
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34567223	2018-08-24
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64109016	2018-08-24
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	741596651	2018-08-27
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35002424	2018-08-27
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	65070070	2018-08-27
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	762453420	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34569332	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64028904	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	756446155	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33969087	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63535576	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1328428976	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	40839523	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61556245	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	666047749	2018-08-28
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	39504107	2018-08-28
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62116734	2018-08-28
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	752190833	2018-08-29
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33715496	2018-08-29
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64296348	2018-08-29
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	767000280	2018-08-29
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35243064	2018-08-29
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	65047783	2018-08-29
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	787390699	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33827855	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	67204247	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	769610437	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33878152	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62820923	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	763574556	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33894114	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64612923	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	734790506	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33317060	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61949920	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	750192377	2018-08-30
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33910980	2018-08-30
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61611397	2018-08-30
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	761912665	2018-08-31
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34519960	2018-08-31
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64041591	2018-08-31
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	760017963	2018-08-31
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33470660	2018-08-31
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62487219	2018-08-31
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	760328776	2018-09-01
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33931761	2018-09-01
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64090985	2018-09-01
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	753844745	2018-09-01
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33807074	2018-09-01
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62522156	2018-09-01
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	755668745	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33551666	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64251492	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	206687805	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	28532861	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	50710897	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	817523474	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33799234	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63772923	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	753247888	2018-09-04
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34064872	2018-09-04
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	68568858	2018-09-04
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	766865604	2018-09-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34270917	2018-09-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64705443	2018-09-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	743460847	2018-09-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34039914	2018-09-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63658552	2018-09-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	800887567	2018-09-13
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33504954	2018-09-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63409646	2018-09-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	749075917	2018-09-13
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33586874	2018-09-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63759614	2018-09-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	758103373	2018-09-13
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33961537	2018-09-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64480027	2018-09-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	681119547	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	37981127	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	67377204	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	745959635	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34548613	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64229302	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	738234145	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35332576	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63915174	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	745496125	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34294118	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64059438	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	747470942	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34194429	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63273065	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	760236930	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34079982	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62893883	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	744186306	2018-09-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34765460	2018-09-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63862167	2018-09-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	782829445	2018-10-03
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34480494	2018-10-03
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64722231	2018-10-03
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	771727382	2018-10-06
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33467006	2018-10-06
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63491868	2018-10-06
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	745966272	2018-10-06
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33814262	2018-10-06
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63891830	2018-10-06
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1028985804	2018-10-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	36169761	2018-10-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	67268618	2018-10-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	756948362	2018-10-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33928106	2018-10-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61592349	2018-10-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	873287625	2018-10-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33932022	2018-10-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	60678280	2018-10-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	759454450	2018-10-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	36189338	2018-10-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	60845733	2018-10-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	762425553	2018-10-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34612981	2018-10-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62351916	2018-10-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	754061889	2018-10-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33869076	2018-10-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	60908679	2018-10-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	751594954	2018-10-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34722610	2018-10-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61275813	2018-10-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1822265960	2018-10-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35953817	2018-10-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61830881	2018-10-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	753541757	2018-10-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	36090552	2018-10-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61668547	2018-10-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	748054025	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34936444	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63294296	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	781392730	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35309903	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61601384	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	761854824	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35306892	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61614938	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	799540706	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	36078203	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	64339377	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	742485879	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35129800	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	60697855	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	751572065	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35078298	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62353421	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	751689222	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35270750	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63593063	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	766446858	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35977912	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62863614	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	748381102	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35395738	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62148320	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	746429782	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	35078900	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62469976	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	741300449	2018-10-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	34350958	2018-10-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61450495	2018-10-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	3926231074	2018-10-16
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33981425	2018-10-16
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	61102052	2018-10-16
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	916745525	2018-10-16
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	50117550	2018-10-16
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	76172012	2018-10-16
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	750682316	2018-10-16
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33582667	2018-10-16
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	62585647	2018-10-16
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	757822302	2018-10-16
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	33688983	2018-10-16
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	63205468	2018-10-16
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	811979643	2018-11-07
