fy_year	family_status_index	family_status	max_offset	lower_threshold	upper_threshold	taper_rate	source	sapto	sato	pto
2006-07	2.0	married	3204.0	43360.0	66992.0	0.125	http://www.inthepicture.com.au/tax_rates.pdf	0.0	1.0	0.0
2006-07	3.0	separated_due_illness	4080.0	47200.0	79840.0	0.125	http://www.inthepicture.com.au/tax_rates.pdf	0.0	1.0	0.0
2006-07	1.0	single	2230.0	24867.0	42707.0	0.125	NA	0.0	1.0	0.0
2007-08	2.0	married	3204.0	41360.0	66992.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2007-08	3.0	separated_due_illness	4080.0	47200.0	79840.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2007-08	1.0	single	2230.0	24867.0	42707.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2008-09	1.0	single	2230.0	28867.0	46707.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2009-10	1.0	single	2230.0	29867.0	47707.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2010-11	1.0	single	2230.0	30685.0	48525.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2011-12	1.0	single	2230.0	30685.0	48525.0	0.125	http://www.lewistaxation.com.au/tax/historic-tax-tax/senior-australians-tax-offset-historical	0.0	1.0	0.0
2012-13	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2012-13	3.0	separated_due_illness	4080.0	62558.0	95198.0	0.125	NA	1.0	0.0	0.0
2012-13	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2013-14	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2013-14	3.0	separated_due_illness	4080.0	62558.0	95198.0	0.125	NA	1.0	0.0	0.0
2013-14	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2014-15	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2014-15	3.0	separated_due_illness	4080.0	62558.0	95198.0	0.125	NA	1.0	0.0	0.0
2014-15	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2015-16	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2015-16	3.0	separated_due_illness	4080.0	62558.0	95198.0	0.125	NA	1.0	0.0	0.0
2015-16	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2016-17	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2016-17	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2017-18	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2017-18	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2018-19	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2018-19	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
2019-20	2.0	married	3204.0	57948.0	83580.0	0.125	NA	1.0	0.0	0.0
2019-20	1.0	single	2230.0	32279.0	50119.0	0.125	NA	1.0	0.0	0.0
