Occupation,nNG,nIndividuals,avgTaxableIncome,label,keep_label,color,fontface,propNG
2232 ICT Trainers,226,1427,72863.640504555,,FALSE,black,plain,0.158374211632796
2233 Training and Development Professionals,2900,18467,72790.5909583695,"",FALSE,black,plain,0.157036876590675
"2241 Actuaries, Mathematicians and Statisticians",717,4591,129777.117095508,,FALSE,black,plain,0.156175125245045
"2242 Archivists, Curators and Records Managers",1415,11944,60570.4707509219,,FALSE,black,plain,0.118469524447421
2243 Economists,549,3421,140851.418883367,"",FALSE,black,plain,0.160479391990646
2244 Intelligence and Policy Analysts,1290,10068,86931.406361829,,FALSE,black,plain,0.128128724672229
2245 Land Economists and Valuers,863,4878,102319.931253848,,FALSE,black,plain,0.176916769167692
2246 Librarians,1108,10662,63474.2626490191,"",FALSE,black,plain,0.103920465203527
2247 Management and Organisation Analysts,7407,42640,94553.8647336195,,FALSE,black,plain,0.173710131332083
2249 Other Information and Organisation Professionals,992,9648,52559.3416032524,,FALSE,black,plain,0.102819237147595
2251 Advertising and Marketing Professionals,4787,44308,71587.4757257427,"",FALSE,black,plain,0.10803918028347
2252 ICT Sales Professionals,2849,15449,113612.394106218,,FALSE,black,plain,0.184413230629814
2253 Public Relations Professionals,1993,16112,77137.270119225,,FALSE,black,plain,0.123696623634558
2254 Technical Sales Representatives,4096,27676,79527.1799609488,"",FALSE,black,plain,0.147998265645324
"2300 Design, Engineering, Science and Transport Professionals - type not specified",1,116,55003.0431034483,,FALSE,black,plain,0.00862068965517241
2311 Air Transport Professionals,3484,14598,133633.874434234,,FALSE,black,plain,0.238662830524729
2312 Marine Transport Professionals,2150,10774,118806.660321293,"",FALSE,black,plain,0.199554483014665
"2320 Architects, Designers, Planners and Surveyors",4,218,52636.5825688073,,FALSE,black,plain,0.018348623853211
2321 Architects and Landscape Architects,2585,19485,89185.6928175093,,FALSE,black,plain,0.132666153451373
2322 Cartographers and Surveyors,1795,10607,90694.8610377358,"",FALSE,black,plain,0.1692278683888
"2323 Fashion, Industrial and Jewellery Designers",725,7576,67566.0200925314,,FALSE,black,plain,0.0956969376979937
"2324 Graphic and Web Designers, and Illustrators",2712,33446,58298.1008617079,,FALSE,black,plain,0.0810859295580936
2325 Interior Designers,584,5748,59884.3529104218,"",FALSE,black,plain,0.101600556715379
2326 Urban and Regional Planners,1606,9737,91059.4423788003,,FALSE,black,plain,0.164937865872445
2330 Engineering Professionals - type not specified,61,843,88836.4714964371,,FALSE,black,plain,0.0723606168446026
2331 Chemical and Materials Engineers,1481,7748,117617.237701743,"",FALSE,black,plain,0.191146102219928
2332 Civil Engineering Professionals,8524,45708,106075.483231908,,FALSE,black,plain,0.186488142119541
2333 Electrical Engineers,4699,22434,113448.51605566,,FALSE,black,plain,0.209458857091914
2334 Electronics Engineers,1118,6837,96947.1065261926,"",FALSE,black,plain,0.163522012578616
"2335 Industrial, Mechanical and Production Engineers",6703,38571,100542.60518874,,FALSE,black,plain,0.173783412408286
2336 Mining Engineers,2131,8655,166730.584894749,,FALSE,black,plain,0.246216060080878
2339 Other Engineering Professionals,5603,28218,114522.764251002,"",FALSE,black,plain,0.198561202069601
2340 Natural and Physical Science Professionals - type not specified,13,459,60251.8474945534,,FALSE,black,plain,0.028322440087146
2341 Agricultural and Forestry Scientists,1191,8589,79266.9022398507,,FALSE,black,plain,0.138665735242752
"2342 Chemists, and Food and Wine Scientists",1819,12503,79988.7173738991,"",FALSE,black,plain,0.145485083579941
2343 Environmental Scientists,3394,25343,75217.7681737414,,FALSE,black,plain,0.133922582172592
2344 Geologists and Geophysicists,1606,9605,131693.687200334,,FALSE,black,plain,0.167204580947423
2345 Life Scientists,1643,14785,73617.5741154184,"",FALSE,black,plain,0.111126141359486
2346 Medical Laboratory Scientists,1886,12159,76410.0832579186,,FALSE,black,plain,0.155111440085533
2347 Veterinarians,982,8409,82412.3776215443,,FALSE,black,plain,0.116779640860982
2349 Other Natural and Physical Science Professionals,1122,8573,92063.0109697748,"",FALSE,black,plain,0.130876006065555
2400 Education Professionals,139,3191,44595.3501725761,,FALSE,black,plain,0.0435600125352554
2410 School Teacher - type not specified,20,1731,24910.5118428654,,FALSE,black,plain,0.0115540150202195
2411 Early Childhood (Pre-primary School) Teachers,2033,20951,50298.3960504925,"",FALSE,black,plain,0.0970359410052026
2412 Primary School Teachers,19110,157771,64558.7593981623,"Primary School
Teachers",TRUE,black,plain,0.121124921563532
2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),1366,9276,66487.5099416469,,FALSE,black,plain,0.147261750754636
2414 Secondary School Teachers,21487,145322,72398.269058296,"",FALSE,black,plain,0.147857860475358
2415 Special Education Teachers,1753,14714,59058.4602462083,,FALSE,black,plain,0.119138235693897
2419 Teacher - other school,7292,47121,64130.959499436,,FALSE,black,plain,0.154750535854502
2421 University Lecturers and Tutors,6879,61739,81109.7549514185,"",FALSE,black,plain,0.111420657930967
2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),3387,24345,61117.1698975182,,FALSE,black,plain,0.139125077017868
2491 Education Advisers and Reviewers,1626,13251,62347.9283175804,,FALSE,black,plain,0.122707720172062
2492 Private Tutors and Teachers,1083,16618,40343.4605326585,"",FALSE,black,plain,0.0651702972680226
2493 Teachers of English to Speakers of Other Languages,302,3615,47081.0362780393,,FALSE,black,plain,0.0835408022130014
2500 Health Professionals - type not specified,5,63,101743.111111111,,FALSE,black,plain,0.0793650793650794
2511 Dietitians,613,5004,57638.9661864746,"",FALSE,black,plain,0.122501998401279
2512 Medical Imaging Professionals,2798,15755,83319.7494603175,,FALSE,black,plain,0.177594414471596
2513 Occupational and Environmental Health Professionals,2406,11841,92662.2759378168,,FALSE,black,plain,0.203192297947808
2514 Optometrists and Orthoptists,851,4625,84420.7533001515,"",FALSE,black,plain,0.184
2515 Pharmacists,3888,22349,72048.7059641256,,FALSE,black,plain,0.17396751532507
2519 Other Health Diagnostic and Promotion Professionals,446,4084,58933.904610103,,FALSE,black,plain,0.10920666013712
2521 Chiropractors and Osteopaths,356,2738,70516.4954195676,"",FALSE,black,plain,0.130021913805698
2522 Complementary Health Therapists,263,3045,41789.5506912442,,FALSE,black,plain,0.0863711001642036
2523 Dental Practitioners,1868,8658,139771.594913295,,FALSE,black,plain,0.215754215754216
2524 Occupational Therapists,1846,15015,59213.8152492669,"",FALSE,black,plain,0.122943722943723
2525 Physiotherapists,2773,20729,65748.9932872942,,FALSE,black,plain,0.133773939890974
2526 Podiatrists,344,2818,66325.1758436945,,FALSE,black,plain,0.122072391767211
2527 Speech Professionals and Audiologists,1082,9247,62630.8921727834,"",FALSE,black,plain,0.117010922461339
2530 Medical Practitioners - type not specified,6,60,129439.79661017,,FALSE,black,plain,0.1
2531 Generalist Medical Practitioners,6111,32263,138287.612515117,,FALSE,black,plain,0.189412019960946
2532 Anaesthetists,944,3181,359282.005347594,Anaesthetists,TRUE,black,plain,0.296762024520591
2533 Internal Medicine Specialists,2183,8191,291353.268662187,,FALSE,black,plain,0.266512025393725
2534 Psychiatrists,644,2740,211178.1165084,,FALSE,black,plain,0.235036496350365
2535 Surgeons,1091,3822,394395.987411487,Surgeons,TRUE,black,plain,0.2854526425955
2539 Other Medical Practitioners,5740,27461,199728.453684134,Other Doctors,TRUE,black,plain,0.209023706347183
2540 Midwifery and Nursing Professionals - type not specified,37,669,52562.7832585949,,FALSE,black,plain,0.0553064275037369
2541 Midwives,2503,18929,62829.796564482,"",FALSE,black,plain,0.132230968355433
2542 Nurse Educators and Researchers,997,6529,66481.1267065501,,FALSE,black,plain,0.152703323633022
2543 Nurse Managers,737,4698,77406.5964650767,,FALSE,black,plain,0.156875266070668
2544 Registered Nurses,35177,291101,60227.4164615279,Nurses,TRUE,black,plain,0.120841220057643
2600 ICT Professionals,14,284,93035.6584507042,,FALSE,black,plain,0.0492957746478873
"2610 Business and Systems Analysts, and Programmers - type not specified",4,84,50244.2976190476,,FALSE,black,plain,0.0476190476190476
2611 ICT Business and Systems Analysts,4969,27086,100296.842519394,"",FALSE,black,plain,0.183452706195082
2612 Multimedia Specialists and Web Developers,739,6569,74095.1582394152,,FALSE,black,plain,0.11249809712285
2613 Software and Applications Programmers,11661,85520,93877.8003485625,,FALSE,black,plain,0.136354069223573
"2621 Database and Systems Administrators, and ICT Security Specialists",4595,29657,89205.4147805849,"",FALSE,black,plain,0.154938125906194
2631 Computer Network Professionals,4354,26605,93561.0374116409,,FALSE,black,plain,0.163653448599887
2632 ICT Support and Test Engineers,2445,13833,81687.0735357918,,FALSE,black,plain,0.176751247018
2633 Telecommunications Engineering Professionals,1129,6352,103311.394612476,"",FALSE,black,plain,0.177739294710327
2711 Barristers,172,1625,118405.02039555,,FALSE,black,plain,0.105846153846154
2712 Judicial and Other Legal Professionals,558,3073,198542.207301173,Lawyers,TRUE,black,plain,0.181581516433453
2713 Solicitors,8337,51315,122014.95006537,"",FALSE,black,plain,0.16246711487869
2721 Counsellors,1581,14410,51648.1211700132,,FALSE,black,plain,0.10971547536433
2722 Ministers of Religion,1604,16832,31732.3523038457,,FALSE,black,plain,0.0952946768060836
2723 Psychologists,2585,18161,71577.552646086,"",FALSE,black,plain,0.142337976983646
2724 Social Professionals,625,7191,45984.098942388,,FALSE,black,plain,0.0869141983034348
2725 Social Workers,4435,38426,56197.7738247168,,FALSE,black,plain,0.115416644979962
"2726 Welfare, Recreation and Community Arts Workers",733,7265,50027.3840011015,"",FALSE,black,plain,0.100894700619408
3111 Agricultural Technicians,164,1960,55066.6637710782,,FALSE,black,plain,0.0836734693877551
3112 Medical Technicians,2687,27487,48482.7087110043,,FALSE,black,plain,0.0977553025066395
3113 Primary Products Inspectors,738,4938,70543.8561296859,"",FALSE,black,plain,0.149453219927096
3114 Science Technicians,1539,16060,54180.7825193122,,FALSE,black,plain,0.0958281444582815
3120 Building and Engineering Technicians - type not specified,7,282,48569.414893617,,FALSE,black,plain,0.024822695035461
"3121 Architectural, Building and Surveying Technicians",6453,43983,81471.6257336549,"",FALSE,black,plain,0.146715776550031
3122 Civil Engineering Draftspersons and Technicians,1156,8866,74421.8394086446,,FALSE,black,plain,0.130385743288969
3123 Electrical Engineering Draftspersons and Technicians,1671,9991,90883.6373560341,,FALSE,black,plain,0.167250525472926
3124 Electronic Engineering Draftspersons and Technicians,754,5447,77771.3253764231,"",FALSE,black,plain,0.138424821002387
3125 Mechanical Engineering Draftspersons and Technicians,1181,8614,83843.3348038078,,FALSE,black,plain,0.13710239145577
3126 Safety Inspectors,1479,8021,94257.8557356608,,FALSE,black,plain,0.184390973694053
3129 Other Building and Engineering Technicians,4947,22135,112292.71679096,"",FALSE,black,plain,0.22349220691213
3131 ICT Support Technicians,2599,23563,63232.1625477707,,FALSE,black,plain,0.11030004668336
3132 Telecommunications Technical Specialists,990,6400,90615.9867166745,,FALSE,black,plain,0.1546875
3211 Automotive Electricians,799,6742,74645.0669238759,"",FALSE,black,plain,0.118510827647582
3212 Motor Mechanics,8556,94688,66245.0640712678,,FALSE,black,plain,0.0903599188915174
"3221 Metal Casting, Forging and Finishing Trades Workers",70,1306,50519.5295019157,,FALSE,black,plain,0.0535987748851455
3222 Sheetmetal Trades Workers,683,8958,68075.9148152283,"",FALSE,black,plain,0.0762446974771154
3223 Structural Steel and Welding Trades Workers,6619,71521,73708.0505776709,,FALSE,black,plain,0.0925462451587646
3231 Aircraft Maintenance Engineers,1995,10827,93928.5604954247,,FALSE,black,plain,0.184261568301469
3232 Metal Fitters and Machinists,9005,64006,89121.0984856772,"",FALSE,black,plain,0.140689935318564
3233 Precision Metal Trades Workers,239,3235,54557.3412673879,,FALSE,black,plain,0.0738794435857805
3234 Toolmakers and Engineering Patternmakers,451,3165,67623.3183686374,,FALSE,black,plain,0.142496050552923
3241 Panelbeaters,796,10475,58383.2611769201,"",FALSE,black,plain,0.0759904534606205
3242 Vehicle Body Builders and Trimmers,217,2753,58537.9316860465,,FALSE,black,plain,0.0788231020704686
3243 Vehicle Painters,367,7040,54633.3595170455,,FALSE,black,plain,0.0521306818181818
3311 Bricklayers and Stonemasons,767,12023,52359.0830210675,"",FALSE,black,plain,0.0637943940780171
3312 Carpenters and Joiners,6706,74482,61388.2959180932,,FALSE,black,plain,0.0900351762842029
3321 Floor Finishers,216,3696,51136.6781266919,,FALSE,black,plain,0.0584415584415584
3322 Painting Trades Workers,1127,18015,48099.1839942242,"",FALSE,black,plain,0.0625589786289203
3331 Glaziers,497,7819,56571.2363775902,,FALSE,black,plain,0.0635631154879141
3332 Plasterers,1062,14612,55221.4017942748,,FALSE,black,plain,0.0726799890500958
3333 Roof Tilers,188,3717,46396.7938088829,"",FALSE,black,plain,0.0505784234597794
3334 Wall and Floor Tilers,388,6459,44529.7363608184,,FALSE,black,plain,0.0600712184548692
3341 Plumbers,5404,51426,67704.5782398942,,FALSE,black,plain,0.105083031929374
3411 Electricians,16611,102742,91323.5356690751,"",FALSE,black,plain,0.161676821553016
3421 Airconditioning and Refrigeration Mechanics,1780,15300,72814.5821129707,,FALSE,black,plain,0.116339869281046
3422 Electrical Distribution Trades Workers,1558,10331,98817.0350469552,,FALSE,black,plain,0.150808247023521
3423 Electronics Trades Workers,3532,27244,73315.892846651,"",FALSE,black,plain,0.129643224196153
3424 Telecommunications Trades Workers,1699,15665,72247.4915362504,,FALSE,black,plain,0.108458346632621
3511 Bakers and Pastrycooks,961,19624,44119.6125891947,,FALSE,black,plain,0.0489706481858948
3512 Butchers and Smallgoods Makers,972,16477,48194.1646522927,"",FALSE,black,plain,0.0589913212356618
3513 Chefs,5001,93401,43199.5629300182,,FALSE,black,plain,0.0535433239472811
3514 Cooks,1220,36489,32725.1863272248,,FALSE,black,plain,0.0334347337553783
3611 Animal Attendants and Trainers,434,9671,38388.3213767365,"",FALSE,black,plain,0.0448764347016855
3612 Shearers,213,5534,40569.4761731539,,FALSE,black,plain,0.0384893386338995
3613 Veterinary Nurses,513,10158,38975.834450138,,FALSE,black,plain,0.0505020673360898
3621 Florists,165,3665,32729.4712171053,"",FALSE,black,plain,0.0450204638472033
3622 Gardeners,2138,39256,44832.3255819883,,FALSE,black,plain,0.0544630120236397
3623 Greenkeepers,845,14219,45612.7824158806,,FALSE,black,plain,0.0594275265489838
3624 Nurserypersons,342,5042,47207.0574324324,"",FALSE,black,plain,0.0678302261007537
3900 Other Technicians and Traders Workers - type not specified,0,19,13108.9473684211,,FALSE,black,plain,0
3911 Hairdressers,1512,34456,32910.7555949544,,FALSE,black,plain,0.0438820524727188
3920 Printing Trades Workers - type not specified,2,214,50369.7757009346,"",FALSE,black,plain,0.00934579439252336
"3921 Binders, Finishers and Screen Printers",359,4379,51900.5001142335,,FALSE,black,plain,0.08198218771409
3922 Graphic Pre-press Trades Workers,205,2082,60486.5826923077,,FALSE,black,plain,0.0984630163304515
3923 Printers,715,6927,64768.9137657085,"",FALSE,black,plain,0.103219286848564
3931 Canvas and Leather Goods Makers,82,1005,45637.7410358566,,FALSE,black,plain,0.081592039800995
3932 Clothing Trades Workers,220,2888,40750.0388214905,,FALSE,black,plain,0.0761772853185596
3933 Upholsterers,131,1902,46142.7744994731,"",FALSE,black,plain,0.0688748685594111
3941 Cabinetmakers,1308,18644,51193.6260934901,,FALSE,black,plain,0.0701566187513409
3942 Wood Machinists and Other Wood Trades Workers,192,3418,47669.6599297012,,FALSE,black,plain,0.056173200702165
3991 Boat Builders and Shipwrights,192,2695,59092.7679168214,"",FALSE,black,plain,0.0712430426716141
"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",2134,11367,117894.662999472,,FALSE,black,plain,0.187736430016715
"3993 Gallery, Library and Museum Technicians",507,6428,47818.3104468317,,FALSE,black,plain,0.0788736776602365
3994 Jewellers,190,2117,54519.5262659726,"",FALSE,black,plain,0.0897496457250827
3995 Performing Arts Technicians,709,11107,55928.4136036036,,FALSE,black,plain,0.0638336184388224
3996 Signwriters,235,3261,52612.2675667383,,FALSE,black,plain,0.0720637841153021
3999 Other Miscellaneous Technicians and Trades Workers,2245,25684,60925.3306190829,"",FALSE,black,plain,0.0874085033483881
4110 Health and Welfare Support workers - type not specified,1,114,25493.2894736842,,FALSE,black,plain,0.0087719298245614
4111 Ambulance Officers and Paramedics,2859,15649,80125.8643514966,,FALSE,black,plain,0.182695379896479
"4112 Dental Hygienists, Technicians and Therapists",810,6245,60369.648670298,"",FALSE,black,plain,0.129703763010408
4113 Diversional Therapists,121,1811,37096.7074115044,,FALSE,black,plain,0.0668139149641082
4114 Enrolled and Mothercraft Nurses,1284,17892,46003.0483086385,,FALSE,black,plain,0.0717639168343394
4115 Indigenous Health Workers,75,2623,48871.0430968726,"",FALSE,black,plain,0.0285932138772398
4116 Massage Therapists,291,6540,26628.5837928922,,FALSE,black,plain,0.0444954128440367
4117 Welfare Support Workers,5099,80096,42765.6614600255,,FALSE,black,plain,0.0636611066719936
4211 Child Carers,6283,127267,32920.997380943,"",FALSE,black,plain,0.0493686501606858
4221 Education Aides,6062,79157,35477.6228216819,,FALSE,black,plain,0.076581982642091
4230 Personal Carers and Assistants,28,2371,25522.3231939164,,FALSE,black,plain,0.0118093631379165
4231 Aged and Disabled Carers,6912,123961,35746.7424571664,"",FALSE,black,plain,0.0557594727373932
4232 Dental Assistants,1777,27193,37329.8098918084,,FALSE,black,plain,0.0653476997756776
4233 Nursing Support and Personal Care Workers,3844,76759,37402.1634704387,,FALSE,black,plain,0.0500788181190479
4234 Special Care Workers,227,2891,39728.6700138504,"",FALSE,black,plain,0.0785195434105846
4310 Hospitality Workers - type not specified,5,2398,21985.1063829787,,FALSE,black,plain,0.00208507089241034
4311 Bar Attendants and Baristas,1403,95609,28731.5897835733,,FALSE,black,plain,0.014674350741039
4312 Cafe Workers,762,34322,24353.6770173647,"",FALSE,black,plain,0.0222015034088923
4313 Gaming Workers,707,8654,46215.5300034686,,FALSE,black,plain,0.0816963253986596
4314 Hotel Service Managers,316,4582,47896.704570304,,FALSE,black,plain,0.0689655172413793
4315 Waiters,1763,121502,23323.533160912,"",FALSE,black,plain,0.0145100492172968
4319 Other Hospitality Workers,1352,40925,32312.0266079726,,FALSE,black,plain,0.0330360415394013
4411 Defence Force Members - Other Ranks,3045,24502,69457.1893447642,,FALSE,black,plain,0.124275569341278
4412 Fire and Emergency Workers,3322,17192,86102.8880805494,"Emergency
Workers",TRUE,#A02226,bold,0.193229409027455
4413 Police,13260,59566,90321.7825882511,,FALSE,black,plain,0.222610213880402
4420 Prison and Security Officers - type not specified,0,4,42010.75,,FALSE,black,plain,0
4421 Prison Officers,2532,16120,78949.601092557,"",FALSE,black,plain,0.157071960297767
4422 Security Officers and Guards,4049,53866,52289.4056137613,,FALSE,black,plain,0.0751680095050681
4500 Sports and Personal Service Workers - type not specified,0,29,12286.4827586207,,FALSE,black,plain,0
4511 Beauty Therapists,749,18598,30929.0491838604,"",FALSE,black,plain,0.040273147650285
4512 Driving Instructors,141,1251,51059.7408,,FALSE,black,plain,0.112709832134293
4513 Funeral Workers,271,3296,59431.160133698,,FALSE,black,plain,0.0822208737864078
"4514 Gallery, Museum and Tour Guides",221,4690,36499.1495726496,"",FALSE,black,plain,0.0471215351812367
4515 Personal Care Consultants,53,981,29319.2446264074,,FALSE,black,plain,0.054026503567788
4516 Tourism and Travel Advisers,1873,21532,48402.0356063775,,FALSE,black,plain,0.0869868103288129
4517 Travel Attendants,1867,11995,56856.9104029365,"",FALSE,black,plain,0.155648186744477
4518 Other Personal Service Workers,231,6157,27938.7493489583,,FALSE,black,plain,0.0375182718856586
4521 Fitness Instructors,1134,16345,35566.3287150564,,FALSE,black,plain,0.0693790149892934
4522 Outdoor Adventure Guides,98,2485,33135.8142626914,"",FALSE,black,plain,0.0394366197183099
"4523 Sports Coaches, Instructors and Officials",1562,28687,34502.6234809331,,FALSE,black,plain,0.0544497507581832
4524 Sportspersons,1038,13488,58177.5968102549,,FALSE,black,plain,0.0769572953736655
5100 Office Managers and Program Administrators - type not specified,26,1010,45469.197029703,"",FALSE,black,plain,0.0257425742574257
"5111 Contract, Program and Project Administrators",14782,114494,72264.2252789988,,FALSE,black,plain,0.129107202124129
5121 Office Managers,23175,196997,55851.0510564723,,FALSE,black,plain,0.117641385401808
5122 Practice Managers,12300,69096,102092.617181613,"",FALSE,black,plain,0.17801319902744
5211 Personal Assistants,5010,43838,60475.3407140249,,FALSE,black,plain,0.114284410785164
5212 Secretaries,4623,45404,52221.893065943,,FALSE,black,plain,0.101819222975949
5300 General Clerical Workers - type not specified,20,748,48313.1673360107,"",FALSE,black,plain,0.0267379679144385
5310 Public servant - administrative service officer - levels 3-4,4979,32328,65500.116885931,,FALSE,black,plain,0.154015095273447
5311 General Clerks,29686,349220,46657.317882201,,FALSE,black,plain,0.0850065861061795
5321 Keyboard Operators,1419,18615,43975.4584274497,"",FALSE,black,plain,0.0762288477034649
5411 Call or Contact Centre Workers,1563,33537,45234.6496047726,,FALSE,black,plain,0.0466052419715538
5412 Inquiry Clerks,507,5830,58208.09412573,,FALSE,black,plain,0.0869639794168096
5421 Receptionists,7329,118303,37270.7645824342,"",FALSE,black,plain,0.0619510916882919
5511 Accounting Clerks,11210,96048,53558.8635312018,,FALSE,black,plain,0.116712477094786
5512 Bookkeepers,4868,38155,48069.4119748838,,FALSE,black,plain,0.127584851264579
5513 Payroll Clerks,1869,14908,56872.850308642,"",FALSE,black,plain,0.125368929433861
5521 Bank Workers,10435,68540,71785.5833771392,,FALSE,black,plain,0.152246863145608
5522 Credit and Loans Officers,1726,9365,67241.1778157726,,FALSE,black,plain,0.184303256807261
"5523 Insurance, Money Market and Statistical Clerks",2922,24767,74580.9940211683,"",FALSE,black,plain,0.117979569588565
5610 Public servant - administrative service officer - levels 1-2,2501,16886,59969.0677373474,,FALSE,black,plain,0.148110861068341
5611 Betting Clerks,100,2194,38444.2858447489,,FALSE,black,plain,0.0455788514129444
5612 Couriers and Postal Deliverers,1921,24690,47807.300668693,"",FALSE,black,plain,0.0778047792628595
5613 Filing and Registry Clerks,78,1830,37457.5844298246,,FALSE,black,plain,0.0426229508196721
5614 Mail Sorters,835,8342,50637.2233149436,,FALSE,black,plain,0.100095900263726
5615 Survey Interviewers,113,2951,28816.6666666667,"",FALSE,black,plain,0.0382921043713995
5616 Switchboard Operators,137,2464,44595.7265339293,,FALSE,black,plain,0.0556006493506494
