Occupation,avgTaxableIncome,avgRentLosses,avgTax,avgTaxNoNG,avgBenefit,nIndividuals,label,keep_label,color,fontface
3514 Cooks,32725.1863272248,-5462.38524590164,2969.28912871722,4294.52576632554,1325.23663760832,36489,,FALSE,black,plain
3611 Animal Attendants and Trainers,38388.3213767365,-6130.54377880184,4366.79569562513,6573.7914559938,2206.99576036867,9671,,FALSE,black,plain
3612 Shearers,40569.4761731539,-4026.79812206573,5152.0114223354,6601.65874627906,1449.64732394366,5534,,FALSE,black,plain
3613 Veterinary Nurses,38975.834450138,-4195.61988304094,4578.30040204967,6088.7235599444,1510.42315789474,10158,,FALSE,black,plain
3621 Florists,32729.4712171053,-4632.53939393939,2970.18895559211,3997.32381997608,1027.13486438397,3665,,FALSE,black,plain
3622 Gardeners,44832.3255819883,-5903.03507951356,6686.6372095158,8811.72983814068,2125.09262862488,39256,,FALSE,black,plain
3623 Greenkeepers,45612.7824158806,-5432.55857988166,6967.60166971702,8923.32275847442,1955.7210887574,14219,,FALSE,black,plain
3624 Nurserypersons,47207.0574324324,-5652.51169590643,7541.54067567568,9576.44488620199,2034.90421052632,5042,,FALSE,black,plain
3911 Hairdressers,32910.7555949544,-5233.84259259259,3008.25867494042,4279.0553475169,1270.79667257649,34456,,FALSE,black,plain
3920 Printing Trades Workers - type not specified,50369.7757009346,-5719.5,8680.11925233645,10739.1392523364,2059.02,214,,FALSE,black,plain
"3921 Binders, Finishers and Screen Printers",51900.5001142335,-7949.57381615599,9231.18004112406,12093.0266149402,2861.84657381616,4379,,FALSE,black,plain
3922 Graphic Pre-press Trades Workers,60486.5826923077,-7321.46341463415,12322.1697692308,14940.7759068949,2618.60613766417,2082,,FALSE,black,plain
3923 Printers,64768.9137657085,-8322.72167832168,13863.8089556551,16763.6142281904,2899.80527253535,6927,,FALSE,black,plain
3931 Canvas and Leather Goods Makers,45637.7410358566,-5943.48780487805,6976.58677290837,9116.24238266446,2139.6556097561,1005,,FALSE,black,plain
3932 Clothing Trades Workers,40750.0388214905,-6273.3,5217.01397573657,7475.40197573657,2258.388,2888,,FALSE,black,plain
3933 Upholsterers,46142.7744994731,-6888.78625954199,7158.39881981033,9638.36187324544,2479.96305343512,1902,,FALSE,black,plain
3941 Cabinetmakers,51193.6260934901,-6229.77828746177,8976.70539365642,11219.4255771427,2242.72018348624,18644,,FALSE,black,plain
3942 Wood Machinists and Other Wood Trades Workers,47669.6599297012,-6287.171875,7708.07757469244,9971.45944969244,2263.381875,3418,,FALSE,black,plain
3991 Boat Builders and Shipwrights,59092.7679168214,-7062.06770833333,11820.3964500557,14362.7408250557,2542.344375,2695,,FALSE,black,plain
"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",117894.662999472,-11633.5698219306,33925.9185697941,38463.010800347,4537.09223055296,11367,,FALSE,black,plain
"3993 Gallery, Library and Museum Technicians",47818.3104468317,-5982.61735700197,7761.59176085941,9915.33400938012,2153.74224852071,6428,,FALSE,black,plain
3994 Jewellers,54519.5262659726,-6779.73157894737,10174.0294557501,12614.7328241712,2440.70336842105,2117,,FALSE,black,plain
3995 Performing Arts Technicians,55928.4136036036,-6861.54301833568,10681.2288972973,13151.3843838981,2470.15548660085,11107,,FALSE,black,plain
3996 Signwriters,52612.2675667383,-6302.37021276596,9487.41632402577,11756.2696006215,2268.85327659574,3261,,FALSE,black,plain
3999 Other Miscellaneous Technicians and Trades Workers,60925.3306190829,-8257.56481069042,12480.1190228698,15415.0989232718,2934.97990040195,25684,,FALSE,black,plain
4110 Health and Welfare Support workers - type not specified,25493.2894736842,-19,1356.55394736842,1362.06394736842,5.50999999999999,114,,FALSE,black,plain
4111 Ambulance Officers and Paramedics,80125.8643514966,-8781.79258481987,19196.0870970837,22620.9862051634,3424.89910807975,15649,,FALSE,black,plain
"4112 Dental Hygienists, Technicians and Therapists",60369.648670298,-7487.38024691358,12280.0735213073,14957.674976438,2677.60145513072,6245,,FALSE,black,plain
4113 Diversional Therapists,37096.7074115044,-4923.61983471074,3901.81466814159,5674.31780863746,1772.50314049587,1811,,FALSE,black,plain
4114 Enrolled and Mothercraft Nurses,46003.0483086385,-5571.94158878505,7108.09739110987,9113.99636307249,2005.89897196262,17892,,FALSE,black,plain
4115 Indigenous Health Workers,48871.0430968726,-6210.41333333333,8140.57551487414,10376.3243148741,2235.7488,2623,,FALSE,black,plain
4116 Massage Therapists,26628.5837928922,-5852.21305841924,1685.78929993873,2917.9673387754,1232.17803883667,6540,,FALSE,black,plain
4117 Welfare Support Workers,42765.6614600255,-5818.30182388704,5942.63812560918,8037.22678220851,2094.58865659933,80096,,FALSE,black,plain
4211 Child Carers,32920.997380943,-4726.23428298584,3010.40944999803,4100.00339901439,1089.59394901635,127267,,FALSE,black,plain
4221 Education Aides,35477.6228216819,-4711.11514351699,3547.30079255319,5014.94566747159,1467.6448749184,79157,,FALSE,black,plain
4230 Personal Carers and Assistants,25522.3231939164,-5496.67857142857,1364.97372623574,2610.99037072243,1246.01664448669,2371,,FALSE,black,plain
4231 Aged and Disabled Carers,35746.7424571664,-5283.1205150463,3603.81591600494,5317.75066999657,1713.93475399163,123961,,FALSE,black,plain
4232 Dental Assistants,37329.8098918084,-5584.4231851435,3985.73156105101,5996.12390770267,2010.39234665166,27193,,FALSE,black,plain
4233 Nursing Support and Personal Care Workers,37402.1634704387,-5500.94198751301,4011.77884935793,5992.11796486261,1980.33911550468,76759,,FALSE,black,plain
4234 Special Care Workers,39728.6700138504,-6165.32158590308,4849.32120498615,7068.83697591126,2219.51577092511,2891,,FALSE,black,plain
4310 Hospitality Workers - type not specified,21985.1063829787,-2699.2,339.18085106383,1121.94885106383,782.768000000001,2398,,FALSE,black,plain
4311 Bar Attendants and Baristas,28731.5897835733,-4988.43692088382,2130.6338545504,3178.205607936,1047.5717533856,95609,,FALSE,black,plain
4312 Cafe Workers,24353.6770173647,-4391.55249343832,1026.06633503575,2133.49819726863,1107.43186223287,34322,,FALSE,black,plain
4313 Gaming Workers,46215.5300034686,-8573.0396039604,7184.5908012487,10270.8850586744,3086.29425742574,8654,,FALSE,black,plain
4314 Hotel Service Managers,47896.704570304,-7224.83860759494,7789.81364530942,10390.7555440436,2600.94189873418,4582,,FALSE,black,plain
4315 Waiters,23323.533160912,-5488.92909812819,727.324616664471,2147.61707439843,1420.29245773396,121502,,FALSE,black,plain
4319 Other Hospitality Workers,32312.0266079726,-6498.28476331361,2882.52558767425,4518.71209366304,1636.18650598879,40925,,FALSE,black,plain
4411 Defence Force Members - Other Ranks,69457.1893447642,-8802.73825944171,15509.7303239437,18546.6750234511,3036.94469950739,24502,,FALSE,black,plain
4412 Fire and Emergency Workers,86102.8880805494,-9465.75918121614,21527.1263514143,25218.7724320886,3691.64608067429,17192,Fire and Emergency Workers,TRUE,#A02226,bold
4413 Police,90321.7825882511,-9326.09298642534,23172.4952094179,26809.6714741238,3637.17626470588,59566,,FALSE,black,plain
4421 Prison Officers,78949.601092557,-8844.89691943128,18784.6123769322,22186.8542246754,3402.24184774327,16120,,FALSE,black,plain
4422 Security Officers and Guards,52289.4056137613,-8011.92269696221,9371.18602095408,12255.4781918605,2884.2921709064,53866,,FALSE,black,plain
4511 Beauty Therapists,30929.0491838604,-5254.40453938585,2592.10032861068,3695.52528188171,1103.42495327103,18598,,FALSE,black,plain
4512 Driving Instructors,51059.7408,-6211.68794326241,8928.506688,11164.7143475745,2236.20765957447,1251,,FALSE,black,plain
4513 Funeral Workers,59431.160133698,-6663.05904059041,11942.2176481313,14340.9189027438,2398.70125461254,3296,,FALSE,black,plain
"4514 Gallery, Museum and Tour Guides",36499.1495726496,-6016.50226244344,3761.82141025641,5852.63466063349,2090.81325037708,4690,,FALSE,black,plain
4515 Personal Care Consultants,29319.2446264074,-8342.62264150943,2254.04137154555,4105.27221645005,1851.2308449045,981,,FALSE,black,plain
4516 Tourism and Travel Advisers,48402.0356063775,-6190.55472504004,7971.73281829592,10200.3325193103,2228.59970101442,21532,,FALSE,black,plain
4517 Travel Attendants,56856.9104029365,-8592.28012854847,11015.4877450571,14108.7085913346,3093.22084627745,11995,,FALSE,black,plain
4518 Other Personal Service Workers,27938.7493489583,-5026.19047619048,1964.13736328125,3019.63736328125,1055.5,6157,,FALSE,black,plain
4521 Fitness Instructors,35566.3287150564,-5903.58201058201,3565.92903016184,5476.16786122983,1910.23883106798,16345,,FALSE,black,plain
4522 Outdoor Adventure Guides,33135.8142626914,-5628.29591836735,3055.52099516519,4502.07966518114,1446.55867001595,2485,,FALSE,black,plain
"4523 Sports Coaches, Instructors and Officials",34502.6234809331,-6995.9647887324,3342.55093099595,5486.49177707958,2143.94084608363,28687,,FALSE,black,plain
4524 Sportspersons,58177.5968102549,-11721.5809248555,11490.9348516918,15662.2163186131,4171.28146692132,13488,,FALSE,black,plain
5100 Office Managers and Program Administrators - type not specified,45469.197029703,-9963.96153846154,6915.91093069307,10502.9370845392,3587.02615384616,1010,,FALSE,black,plain
"5111 Contract, Program and Project Administrators",72264.2252789988,-8729.93931808957,16478.1577212546,19534.7241928645,3056.56647160988,114494,,FALSE,black,plain
5121 Office Managers,55851.0510564723,-7159.04785329018,10653.37838033,13230.6356075145,2577.25722718446,196997,Office Managers,TRUE,black,plain
5122 Practice Managers,102092.617181613,-10452.5461788618,27763.1207008289,31839.613710585,4076.4930097561,69096,,FALSE,black,plain
5211 Personal Assistants,60475.3407140249,-6993.82654690619,12318.1226570489,14823.8627050212,2505.74004797226,43838,,FALSE,black,plain
5212 Secretaries,52221.893065943,-6340.93835171966,9346.88150373949,11629.6193103586,2282.73780661908,45404,,FALSE,black,plain
5300 General Clerical Workers - type not specified,48313.1673360107,-4182.3,7939.74024096386,9445.36824096386,1505.628,748,,FALSE,black,plain
5310 Public servant - administrative service officer - levels 3-4,65500.116885931,-7463.05703956618,14127.0420789352,16719.2950042965,2592.25292536137,32328,,FALSE,black,plain
5311 General Clerks,46657.317882201,-6319.42797951897,7343.63443759237,9618.62851021919,2274.99407262683,349220,General Clerks,TRUE,black,plain
5321 Keyboard Operators,43975.4584274497,-6049.09161381254,6378.1650338819,8555.83801485441,2177.67298097252,18615,,FALSE,black,plain
5411 Call or Contact Centre Workers,45234.6496047726,-6256.86372360845,6831.47385771812,9083.94479821716,2252.47094049904,33537,,FALSE,black,plain
5412 Inquiry Clerks,58208.09412573,-7773.17554240631,11501.9138852628,14300.2570805291,2798.34319526627,5830,,FALSE,black,plain
5421 Receptionists,37270.7645824342,-5446.11870650839,3964.47524967632,5925.07798401934,1960.60273434302,118303,,FALSE,black,plain
5511 Accounting Clerks,53558.8635312018,-7126.14950936664,9828.19087123265,12393.6046946046,2565.41382337199,96048,,FALSE,black,plain
5512 Bookkeepers,48069.4119748838,-6624.82682826623,7851.98831095815,10236.925969134,2384.93765817584,38155,,FALSE,black,plain
5513 Payroll Clerks,56872.850308642,-6908.73354735153,11021.2261111111,13508.3701881577,2487.14407704655,14908,,FALSE,black,plain
5521 Bank Workers,71785.5833771392,-7886.88941063728,16313.026265113,19034.0031117829,2720.97684666986,68540,,FALSE,black,plain
5522 Credit and Loans Officers,67241.1778157726,-8564.80938586327,14745.2063464416,17700.0655845644,2954.85923812282,9365,,FALSE,black,plain
"5523 Insurance, Money Market and Statistical Clerks",74580.9940211683,-7666.54209445585,17277.4429373031,20023.5390850934,2746.09614779036,24767,,FALSE,black,plain
5610 Public servant - administrative service officer - levels 1-2,59969.0677373474,-6966.00119952019,12135.8643854451,14639.5987832193,2503.73439777426,16886,,FALSE,black,plain
5611 Betting Clerks,38444.2858447489,-6347.35,4386.94290410959,6671.98890410959,2285.046,2194,,FALSE,black,plain
5612 Couriers and Postal Deliverers,47807.300668693,-6401.19260801666,7757.62824072948,10062.0575796155,2304.429338886,24690,,FALSE,black,plain
5613 Filing and Registry Clerks,37457.5844298246,-6948.29487179487,4031.73039473684,6533.116548583,2501.38615384616,1830,,FALSE,black,plain
5614 Mail Sorters,50637.2233149436,-6979.40359281437,8776.40039337971,11288.9856867929,2512.58529341317,8342,,FALSE,black,plain
5615 Survey Interviewers,28816.6666666667,-6138.87610619469,2148.5,3437.66398230089,1289.16398230089,2951,,FALSE,black,plain
5616 Switchboard Operators,44595.7265339293,-6366.94160583942,6601.46155221455,8893.56053031673,2292.09897810219,2464,,FALSE,black,plain
5619 Other Clerical and Office Support Workers,42578.7953269335,-6766.26402640264,5875.36631769607,8311.22136720102,2435.85504950495,5525,,FALSE,black,plain
5911 Purchasing and Supply Logistics Clerks,51813.5016601598,-7318.66581668792,9199.86059765753,11834.5802916652,2634.71969400765,82308,,FALSE,black,plain
5912 Transport and Despatch Clerks,64322.0070858104,-8090.65029681598,13702.9225508917,16529.3667970061,2826.44424611435,16659,,FALSE,black,plain
5991 Conveyancers and Legal Executives,59148.2592556027,-7591.203685742,11840.373332017,14572.1147147639,2731.74138274695,10137,,FALSE,black,plain
5992 Court and Legal Clerks,54866.471389271,-7152.42279108175,10298.9297001376,12873.801904927,2574.87220478943,14549,,FALSE,black,plain
5993 Debt Collectors,49423.6318944844,-7319.54416961131,8339.50748201439,10974.5433830745,2635.03590106007,4172,,FALSE,black,plain
5994 Human Resource Clerks,51379.5781581339,-6952.16666666667,9043.6481369282,11546.4281369282,2502.78,6612,,FALSE,black,plain
5995 Inspectors and Regulatory Officers,81989.1681469765,-8884.20834819836,19922.7755773208,23387.6168331182,3464.84125579736,16446,,FALSE,black,plain
"5996 Insurance Investigators, Loss Adjusters and Risk Surveyors",89451.2861557478,-7766.57383966245,22833.0016007417,25861.96539821,3028.96379746836,1620,,FALSE,black,plain
5997 Library Assistants,38758.9016155382,-5450.4813559322,4500.20458159376,6462.37786972935,1962.17328813559,5513,,FALSE,black,plain
5999 Other Miscellaneous Clerical and Administrative Workers,50544.2818852459,-6654.95467922307,8742.94147868853,11138.7251632088,2395.7836845203,36704,,FALSE,black,plain
"6111 Auctioneers, and Stock and Station Agents",87808.5909322466,-6880.96744186047,22192.3504635762,24875.9277659017,2683.57730232558,1977,,FALSE,black,plain
6112 Insurance Agents,70565.4130486078,-8374.83512544803,15892.0675017697,18781.3856200493,2889.31811827957,8482,,FALSE,black,plain
6113 Sales Representatives,54319.764254605,-7650.94365357382,10102.1151316578,12856.4548469444,2754.33971528658,150324,Sales Representatives,TRUE,black,plain
6121 Real Estate Sales Agents,73885.4314019364,-9499.03849175177,17037.4738336681,20466.9432585384,3429.46942487033,66862,,FALSE,black,plain
6200 Sales assistant - type not specified,22964.2025689546,-5299.17721518987,623.118744996846,2032.30975467035,1409.1910096735,87207,,FALSE,black,plain
6211 Sales Assistants (General),31109.2513801208,-5114.45482780671,2629.94278982537,3703.97830366478,1074.03551383941,293139,Sales Assistants (General),TRUE,black,plain
6212 ICT Sales Assistants,54479.8003216912,-10761.4769230769,10159.7281158088,14033.8598081165,3874.13169230769,4354,,FALSE,black,plain
6213 Motor Vehicle and Vehicle Parts Salespersons,77590.0403077438,-9022.66569343066,18315.5639061716,21725.955340458,3410.39143428642,11969,,FALSE,black,plain
6214 Pharmacy Sales Assistants,31217.5599001207,-5360.51252983294,2652.68757902535,3778.39521029027,1125.70763126492,36492,,FALSE,black,plain
6215 Retail Supervisors,53367.9307833279,-8342.60234244283,9759.45508199803,12762.7919252775,3003.33684327942,21291,,FALSE,black,plain
6216 Service Station Attendants,34989.9052415211,-4438.92682926829,3444.88010071942,4741.37954548417,1296.49944476475,4874,,FALSE,black,plain
6217 Street Vendors and Related Salespersons,36258.5532646048,-6137.01639344262,3711.29618556701,5809.40507689708,2098.10889133007,1164,,FALSE,black,plain
6219 Other Sales Assistants and Salespersons,33970.6474744596,-5461.28533129069,3230.83596963651,4742.49581007009,1511.65984043358,66750,,FALSE,black,plain
6311 Checkout Operators and Office Cashiers,25186.0309419146,-5072.24089635854,1267.44897315522,2451.23708603735,1183.78811288213,140672,,FALSE,black,plain
6391 Models and Sales Demonstrators,37122.7036686141,-6111.31191950464,3911.17332070109,6111.24561172276,2200.07229102167,19023,,FALSE,black,plain
6392 Retail and Wool Buyers,85821.7717093236,-8875.28231292517,21417.4909666362,24878.851068677,3461.36010204082,4379,,FALSE,black,plain
6393 Telemarketers,29374.0164746852,-5296.83428571429,2265.5434596839,3377.8786596839,1112.3352,7469,,FALSE,black,plain
6394 Ticket Salespersons,48442.2800422387,-7299.90558510638,7986.22081520592,10614.1868258442,2627.9660106383,9482,,FALSE,black,plain
6395 Visual Merchandisers,46320.6066176471,-7734,7222.41838235294,10006.6583823529,2784.24,272,,FALSE,black,plain
7100 Machine and Stationary Plant Operators - type not specified,51573.8533541342,-9520.55,9113.5872074883,12540.9852074883,3427.398,641,,FALSE,black,plain
"7111 Clay, Concrete, Glass and Stone Processing Machine Operators",63082.8869807,-8092.42474226804,13256.839313052,16102.482544424,2845.64323137197,6118,,FALSE,black,plain
7112 Industrial Spraypainters,68545.622770672,-7673.42010309278,15195.2398558818,17842.5697914488,2647.32993556701,5553,,FALSE,black,plain
7113 Paper and Wood Processing Machine Operators,60032.1226934283,-9153.90395480226,12158.5641696342,15416.1791936395,3257.61502400536,6180,,FALSE,black,plain
7114 Photographic Developers and Printers,48157.3043184885,-6419.86363636364,7883.62955465587,10194.7804637468,2311.15090909091,1482,,FALSE,black,plain
7115 Plastics and Rubber Production Machine Operators,56605.4574929312,-7208.50642673522,10924.9646974552,13520.0270110799,2595.06231362468,5306,,FALSE,black,plain
7116 Sewing Machinists,34829.4873273903,-5169.38888888889,3411.19233875197,4946.59543786051,1535.40309910855,5726,,FALSE,black,plain
7117 Textile and Footwear Production Machine Operators,45431.2785258682,-6363.63291139241,6902.26026931254,9193.16811741381,2290.90784810127,1411,,FALSE,black,plain
7119 Other Machine Operators,63414.3665128901,-8533.76946288473,13376.1719446404,16369.1069116423,2992.93496700188,36873,,FALSE,black,plain
"7121 Crane, Hoist and Lift Operators",98361.4880598545,-11332.2710280374,26307.9803433432,30727.5660442778,4419.58570093458,9760,,FALSE,black,plain
"7122 Drillers, Miners and Shot Firers",113999.13994047,-11460.7181735368,32406.6645767832,36876.3446644625,4469.68008767935,45382,,FALSE,black,plain
7123 Engineering Production Systems Workers,72559.1021077283,-8578.19282511211,16579.8902271663,19590.5450238078,3010.6547966415,2136,,FALSE,black,plain
7129 Other Stationary Plant Operators,83855.66222469,-9225.36487854251,20650.7082676291,24248.6005702607,3597.89230263158,16214,,FALSE,black,plain
7210 Mobile Plant Operators,60826.2471910112,-12204.5555555556,12444.448988764,16742.6269475655,4298.1779588015,356,,FALSE,black,plain
"7211 Agricultural, Forestry and Horticultural Plant Operators",43908.5011994833,-5318.07658643326,6354.06043181399,8268.56800292996,1914.50757111597,10898,,FALSE,black,plain
7212 Earthmoving Plant Operators,77175.8074974435,-9208.34685809405,18172.653586618,21636.8201986597,3464.16661204164,43080,,FALSE,black,plain
7213 Forklift Drivers,53399.756085506,-7495.09809932557,9770.91219078216,12469.1475065394,2698.2353157572,32381,,FALSE,black,plain
7219 Other Mobile Plant Operators,63014.1556535916,-7995.2,13232.096035293,16045.2277004891,2813.13166519613,10432,,FALSE,black,plain
7300 Road and rail drivers - type not specified,34875.4743589744,-9428.71428571429,3420.84961538462,6496.50791208791,3075.6582967033,703,,FALSE,black,plain
7311 Automobile Drivers,34209.444143167,-6855.3641025641,3280.98327006508,5330.33096846321,2049.34769839813,3697,,FALSE,black,plain
7312 Bus and Coach Drivers,52206.1318724269,-7299.21299541655,9341.20747407369,11968.9241524236,2627.71667834996,38461,,FALSE,black,plain
7313 Train and Tram Drivers,111089.793606096,-11214.013813311,31272.0195063773,35645.4848935686,4373.46538719129,12079,,FALSE,black,plain
7321 Delivery Drivers,37215.905854143,-6190.05460951263,3944.72610749146,6173.14576691601,2228.41965942455,41326,,FALSE,black,plain
7331 Truck Drivers,62930.507385829,-7547.82540071966,13201.9826588984,15862.0248113593,2660.04215246085,155350,Truck Drivers,TRUE,black,plain
7411 Storepersons,44918.814133008,-6862.9631546894,6717.77308788288,9188.43982357106,2470.66673568818,137764,,FALSE,black,plain
8110 Cleaners and Laundry Workers - type not specified,23713.2845376264,-10121.35,840.352515911644,3202.27325290154,2361.92073698989,2675,,FALSE,black,plain
8111 Car Detailers,32381.955316912,-5963.64074074074,2897.21061655152,4351.41458075498,1454.20396420346,13324,,FALSE,black,plain
8112 Commercial Cleaners,31889.7245892906,-5357.14931880109,2793.84216375103,3955.87460691302,1162.03244316199,105262,,FALSE,black,plain
8113 Domestic Cleaners,26613.6438241685,-4713.57251908397,1681.45670900886,2675.71543208301,994.258723074155,12011,,FALSE,black,plain
8114 Housekeepers,27775.2002591093,-5506.75619295958,1929.79205441296,3086.21085493447,1156.41880052151,30895,,FALSE,black,plain
8115 Laundry Workers,34524.4129845131,-5501.03305785124,3347.12672674775,4956.16057525116,1609.03384850341,11440,,FALSE,black,plain
8116 Other Cleaners,34445.7187342057,-5488.33452211127,3330.60093418319,4923.25917227409,1592.6582380909,35653,,FALSE,black,plain
8200 Labourer - type not specified,25390.9005964215,-8259,1326.86117296223,3163.47912524851,1836.61795228628,3019,,FALSE,black,plain
8210 Construction and Mining Labourers. Construction worker - type not specified,43577.8473413379,-7438.5,6235.02504288165,8912.88504288165,2677.86,583,,FALSE,black,plain
8211 Building and Plumbing Labourers,50378.7551835424,-7723.29476424646,8683.35186607524,11463.737981204,2780.38611512872,67919,,FALSE,black,plain
8212 Concreters,62021.8740989675,-7299.21141975309,12874.8746756283,15462.7745039586,2587.8998283303,20543,,FALSE,black,plain
8213 Fencers,41597.8800511509,-6139.11042944785,5522.23681841432,7732.31657301555,2210.07975460123,3915,,FALSE,black,plain
8214 Insulation and Home Improvement Installers,59035.7178891984,-7502.24145785877,11799.8584401114,14500.6653649406,2700.80692482916,6466,,FALSE,black,plain
8215 Paving and Surfacing Labourers,60904.3804382344,-6480.54722222222,12472.5769577644,14794.8000428575,2322.22308509315,12602,,FALSE,black,plain
8216 Railway Track Workers,82685.6978794877,-9135.35460992908,20194.4221730002,23757.2104708726,3562.78829787234,4765,,FALSE,black,plain
8217 Structural Steel Construction Workers,88296.3586652691,-11181.0269721578,22382.5798794549,26743.1803985965,4360.60051914153,34358,,FALSE,black,plain
8219 Other Construction and Mining Labourers,87687.3267567741,-10854.6333682008,22145.0574351419,26378.3644487402,4233.30701359833,15625,,FALSE,black,plain
8300 Factory Process Workers - type not specified,27177.7517831669,-24261.3333333333,1804.32787446505,9065.07064194009,7260.74276747504,4908,Factory Process Workers,TRUE,black,plain
8310 Food Process Workers - type not specified,29008.9387755102,-1943,2188.87714285714,2596.90714285714,408.03,344,,FALSE,black,plain
8311 Food and Drink Factory Workers,48364.268524712,-6792.11401532222,7958.13666889632,10403.2977144123,2445.161045516,40412,,FALSE,black,plain
"8312 Meat Boners and Slicers, and Slaughterers",44208.9563094948,-6665.27299703264,6462.22427141811,8861.72255034986,2399.49827893175,12300,,FALSE,black,plain
"8313 Meat, Poultry and Seafood Process Workers",41009.6029440628,-5909.80764488286,5310.45705986261,7437.98781202044,2127.53075215783,30587,,FALSE,black,plain
8321 Packers,30748.8007954642,-5758.7280334728,2554.24816704747,3763.58105407676,1209.33288702929,47302,,FALSE,black,plain
8322 Product Assemblers,40828.7186552002,-6186.80897097625,5245.33871587209,7472.58994542354,2227.25122955145,35938,,FALSE,black,plain
8391 Metal Engineering Process Workers,55221.1877061195,-8301.60453808752,10426.627574203,13415.2052079145,2988.57763371151,10918,,FALSE,black,plain
8392 Plastics and Rubber Factory Workers,47237.0600468658,-5924.44285714286,7552.3416168717,9685.14104544313,2132.79942857143,3414,,FALSE,black,plain
8393 Product Quality Controllers,49257.9148594378,-8057.54335260116,8279.84934939759,11180.564956334,2900.71560693642,2491,,FALSE,black,plain
8394 Timber and Wood Process Workers,48294.0173231061,-6109.65630114566,7932.84623631819,10132.3225047306,2199.47626841244,11610,,FALSE,black,plain
8399 Other Factory Process Workers,44808.142122834,-7219.98544764315,6677.93116422023,9277.12592537176,2599.19476115153,56668,,FALSE,black,plain
"8410 Farm, Forestry and Garden Workers - type not specified",18035.2618763428,-5949.83333333333,0,919.177610806079,919.177610806079,4190,,FALSE,black,plain
8411 Aquaculture Workers,29591.1695817491,-5917.925,2311.1456121673,3553.9098621673,1242.76425,2634,,FALSE,black,plain
8412 Crop Farm Workers,24278.7977337616,-5297.72005988024,1004.35134279086,2308.06873666479,1303.71739387392,44931,,FALSE,black,plain
8413 Forestry and Logging Workers,48655.6312195122,-5783.7399103139,8063.02723902439,10145.1736067374,2082.14636771301,5127,,FALSE,black,plain
8414 Garden and Nursery Labourers,34798.96595015,-4834.10071942446,3404.78284953151,4814.90400104682,1410.12115151531,16361,,FALSE,black,plain
8415 Livestock Farm Workers,34426.3385859893,-4531.88217821782,3326.53110305776,4571.95947511457,1245.42837205681,31066,,FALSE,black,plain
8416 Mixed Crop and Livestock Farm Workers,40200.4187951807,-4414.83333333333,5019.15076626506,6608.49076626506,1589.34,4173,,FALSE,black,plain
"8419 Other Farm, Forestry and Garden Workers",35645.9641394299,-5479.88657648283,3582.65246928028,5352.30625772859,1769.65378844831,24017,,FALSE,black,plain
8511 Fast Food Cooks,19304.2708254642,-6163.70464135021,0,1349.21288537617,1349.21288537617,34426,,FALSE,black,plain
8512 Food Trades Assistants,29550.6560528687,-4965.00331125828,2302.63777110243,3345.28846646667,1042.65069536424,9998,,FALSE,black,plain
8513 Kitchenhands,24038.3407142012,-5121.47577572129,934.618807118342,2220.56146288372,1285.94265576538,93014,,FALSE,black,plain
8910 Freight Handlers and Shelf Fillers - type not specified,29573.4772727273,-1804.5,2307.43022727273,2686.37522727273,378.945,44,,FALSE,black,plain
8911 Freight and Furniture Handlers,70894.1575988566,-9865.35623159961,16005.4843716055,19443.2103938779,3437.7260222724,10502,,FALSE,black,plain
8912 Shelf Fillers,27350.2327333149,-4829.34496919918,1840.54887399612,2854.71131752795,1014.16244353183,18075,,FALSE,black,plain
8991 Caretakers,40581.473291212,-6217.40714285714,5156.3303848363,7394.59695626487,2238.26657142857,3491,,FALSE,black,plain
8992 Deck and Fishing Hands,78821.7338820302,-10517.0639534884,18740.4981893004,22789.1311558522,4048.63296655182,9487,,FALSE,black,plain
8993 Handypersons,39394.2165321458,-6017.85144429161,4728.9179515725,6895.34447151748,2166.42651994498,10829,,FALSE,black,plain
8994 Motor Vehicle Parts and Accessories Fitters,50942.8511248959,-7100.29949238579,8886.42640496251,11442.5342222214,2556.10781725888,10806,,FALSE,black,plain
8995 Printing Assistants and Table Workers,45970.5024248303,-7479.915,7096.3808729389,9789.1502729389,2692.7694,3093,,FALSE,black,plain
8996 Recycling and Rubbish Collectors,58229.3462233466,-7473.4076433121,11509.5646404048,14199.9913919971,2690.42675159236,2768,,FALSE,black,plain
8997 Vending Machine Attendants,33723.9572368421,-5710.94117647059,3179.03101973684,4743.56342879257,1564.53240905573,912,,FALSE,black,plain
8999 Other Miscellaneous Labourers,40660.763418806,-7911.74031707807,5184.87483077016,8033.10134491827,2848.22651414811,132322,,FALSE,black,plain
9133 Consultant - construction manager,110523.826168224,-11641.1428571429,31051.2922056075,35591.3379198932,4540.04571428571,1073,,FALSE,black,plain
9221 Consultant - tax accountant,70977.1555671176,-9112.32098765432,16034.1186706556,19181.895856361,3147.77718570548,1925,,FALSE,black,plain
9222 Consultant - financial investment,128295.827304965,-12493.7376033058,37982.3726489362,42854.9303142254,4872.55766528926,2826,,FALSE,black,plain
9223 Consultant - human resources,80974.4761350408,-8761.66456266907,19527.0456926659,22944.0948721068,3417.04917944094,6881,,FALSE,black,plain
9224 Consultant - management,123685.399148456,-12458.8739734681,36184.3056678978,41043.2665175504,4858.96084965255,19551,,FALSE,black,plain
