fy_year,Taxable income percentile,avg_tax_rate,id,avg_tax_rate_rel,colour,alpha,size,label,group,text
2009-10,2,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2010-11,2,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2011-12,2,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2012-13,2,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2013-14,2,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2014-15,2,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2015-16,2,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2017-18,2,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2018-19,2,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2018-19,2,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2018-19,2,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2018-19,2,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2027-28,2,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2027-28,2,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2027-28,2,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2027-28,2,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 2
Avg. tax rate (03-04 = 0): 0"
2003-04,3,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2004-05,3,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2005-06,3,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2006-07,3,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2007-08,3,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2008-09,3,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2009-10,3,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2010-11,3,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2011-12,3,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2012-13,3,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2013-14,3,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2014-15,3,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2015-16,3,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2017-18,3,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2018-19,3,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2018-19,3,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2018-19,3,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2018-19,3,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2027-28,3,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2027-28,3,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2027-28,3,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2027-28,3,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 3
Avg. tax rate (03-04 = 0): 0"
2003-04,4,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2004-05,4,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2005-06,4,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2006-07,4,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2007-08,4,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2008-09,4,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2009-10,4,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2010-11,4,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2011-12,4,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2012-13,4,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2013-14,4,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2014-15,4,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2015-16,4,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2017-18,4,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2018-19,4,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2018-19,4,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2018-19,4,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2018-19,4,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2027-28,4,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2027-28,4,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2027-28,4,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2027-28,4,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 4
Avg. tax rate (03-04 = 0): 0"
2003-04,5,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2004-05,5,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2005-06,5,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2006-07,5,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2007-08,5,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2008-09,5,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2009-10,5,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2010-11,5,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2011-12,5,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2012-13,5,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2013-14,5,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2014-15,5,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2015-16,5,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2017-18,5,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2018-19,5,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2018-19,5,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2018-19,5,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2018-19,5,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2027-28,5,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2027-28,5,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2027-28,5,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2027-28,5,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 5
Avg. tax rate (03-04 = 0): 0"
2003-04,6,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2004-05,6,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2005-06,6,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2006-07,6,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2007-08,6,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2008-09,6,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2009-10,6,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2010-11,6,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2011-12,6,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2012-13,6,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2013-14,6,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2014-15,6,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2015-16,6,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2017-18,6,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2018-19,6,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2018-19,6,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2018-19,6,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2018-19,6,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2027-28,6,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2027-28,6,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2027-28,6,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2027-28,6,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 6
Avg. tax rate (03-04 = 0): 0"
2003-04,7,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2004-05,7,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2005-06,7,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2006-07,7,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2007-08,7,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2008-09,7,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2009-10,7,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2010-11,7,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2011-12,7,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2012-13,7,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2013-14,7,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2014-15,7,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2015-16,7,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2017-18,7,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2018-19,7,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2018-19,7,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2018-19,7,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2018-19,7,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2027-28,7,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2027-28,7,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2027-28,7,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2027-28,7,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 7
Avg. tax rate (03-04 = 0): 0"
2003-04,8,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2004-05,8,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2005-06,8,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2006-07,8,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2007-08,8,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2008-09,8,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2009-10,8,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2010-11,8,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2011-12,8,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2012-13,8,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2013-14,8,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2014-15,8,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2015-16,8,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2017-18,8,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2018-19,8,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2018-19,8,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2018-19,8,0,Grattan 20%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 20%
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2018-19,8,0,Grattan 80%,0,#621214,1,1.4,,2018-19#621214,"2018-19 Grattan 80%
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2027-28,8,0,Baseline,0,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2027-28,8,0,Budget2018,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2027-28,8,0,Grattan 20%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 20%
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2027-28,8,0,Grattan 80%,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Grattan 80%
            Percentile: 8
Avg. tax rate (03-04 = 0): 0"
2003-04,9,0,,0,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2004-05,9,0,,0,#808080,0,1.1,,2004-05#808080,"2004-05 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2005-06,9,0,,0,#808080,0.1,0.8,,2005-06#808080,"2005-06 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2006-07,9,0,,0,#808080,0.1,0.8,,2006-07#808080,"2006-07 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2007-08,9,0,,0,#808080,0.2,0.8,,2007-08#808080,"2007-08 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2008-09,9,0,,0,#808080,0.2,0.8,,2008-09#808080,"2008-09 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2009-10,9,0,,0,#808080,0.3,0.8,,2009-10#808080,"2009-10 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2010-11,9,0,,0,#808080,0.3,0.8,,2010-11#808080,"2010-11 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2011-12,9,0,,0,#808080,0.4,0.8,,2011-12#808080,"2011-12 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2012-13,9,0,,0,#808080,0.4,0.8,,2012-13#808080,"2012-13 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2013-14,9,0,,0,#808080,0.4,1.1,,2013-14#808080,"2013-14 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2014-15,9,0,,0,#808080,0.5,0.8,,2014-15#808080,"2014-15 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2015-16,9,0,,0,#808080,0.5,0.8,,2015-16#808080,"2015-16 
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2017-18,9,0,Current,0,#A02226,1,0.8,,2017-18#A02226,"2017-18 Current
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2018-19,9,0,Baseline,0,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
2018-19,9,0,Budget2018,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 9
Avg. tax rate (03-04 = 0): 0"
